국문제품명,영문제품명,관리번호,작성일자,제품코드,성상,포장단위,작성자,사용법,Allergen국문,Allergen영문,저장방법,사용기한_x,원본파일,순번,등록일,excel_관리번호,excel_제품명국문,excel_제품명영문,"표시
용량","충진
용량
()",비중,pH기준,"점,경도기준","권장사용
나이",원료목록보고,"표준화
명칭적용",책임판매업적용,알러지물질표기,사용기한_y,재활용등급표시,문안표기대상부자재,기능성,라벨부착위치,버진라벨,대박스,입수량,비고,data_source,관리번호_일치,제품명_일치
미미로린스 모먼트 핸드크림-스칼렛,Mimi Laurynes Moment Hand Cream-Scarlet,EVCO-1032,2020.03.10,MLHC016,백색의 크림상,60 mL,신 혜 정,적당량을 덜어 손에 부드럽게 도포 후 충분히 흡수시켜줍니다.,,,차광한 기밀용기에 넣어 실온에서 보관할 것,제조일로부터 3년,제품표준서_EVCO1032_(MLHC016)-미미로린스 모먼트 핸드크림-스칼렛.xls,932,20.03.10,EVCO-1032,미미로린스 모먼트 핸드크림-스칼렛,Mimi Laurynes Moment Hand Cream-Scarlet,60ml,59,0.985,6.5 ± 1.0,"45,000 ± 5,000",,0,0,0,0,,,튜브/단상자,,,,,,,both,True,True
미미로린스 모먼트 핸드크림-가드니아,Mimi Laurynes Moment Hand Cream-Gardenia,EVCO-1033,2020.03.10,MLHC017,백색의 크림상,60 mL,신 혜 정,적당량을 덜어 손에 부드럽게 도포 후 충분히 흡수시켜줍니다.,,,차광한 기밀용기에 넣어 실온에서 보관할 것,제조일로부터 3년,제품표준서_EVCO1033_(MLHC017)-미미로린스 모먼트 핸드크림-가드니아.xls,933,20.03.10,EVCO-1033,미미로린스 모먼트 핸드크림-가드니아,Mimi Laurynes Moment Hand Cream-Gardenia,60ml,59,0.985,6.5 ± 1.0,"45,000 ± 5,000",,0,0,0,0,,,튜브/단상자,,,,,,,both,True,True
판테스틱 더마 시카 아크네 클렌징 폼,PANTHESTIC Derma Cica Acne Cleansing Foam,EVCO-1034,2020.05.25,PTFC001,백색의 크림상,140 mL,신 혜 정,적당량의 내용물을 취해 충분히 거품을 낸 후 얼굴을 마사지 하듯 미온수로 충분히 헹구어 냅니다.,,,차광한 기밀용기에 넣어 실온에서 보관할 것,제조일로부터 3년,제품표준서_EVCO1034_(PTFC001)-판테스틱 더마 시카 아크네 클렌징 폼.xls,934,20.05.25,EVCO-1034,판테스틱 더마 시카 아크네 클렌징 폼,PANTHESTIC Derma Cica Acne Cleansing Foam,140ml,130,0.904,5.8 ± 1.0,80 ± 15,초 4,0,0,0,NONE,,우수,튜브/단상자,여드름,,,,,기능성,both,True,True
밸르모나 얼쓰 테라피 스칼프 스켈러,VALMONA Earth Therapy Scalp Scaler,EVCO-1035,2020.04.06,VMSS001,녹색의 점액상,15ml,신 혜 정,주 1~2회 샴푸 마지막 단계에서 젖은 두피에 고르게 도포하여 손 끝을 이용해 2분간 가볍게 마사지 후 미온수로 클렌징 해줍니다.,,,차광한 기밀용기에 넣어 실온에서 보관할 것,제조일로부터 3년,제품표준서_EVCO1035_(VMSS001)-밸르모나 얼쓰 테라피 스칼프 스켈러.xls,935,,EVCO-1035,밸르모나 얼쓰 테라피 스칼프 스켈러,VALMONA Earth Therapy Scalp Scaler,15ml,16,1.029,,,,0,0,0,0,,우수,튜브/단상자,,,,,,,both,True,True
밸르모나 얼쓰 리페어 본딩 앰플,VALMONA Earth Repair Bonding Ampoule,EVCO-1036,2020.04.07,VMBA001,백색의 로션상,15 mL,신 혜 정,"타올 드라이 후, 모발 끝부터 시작하여 손상된 모발에 고르게 도포합니다. 헹구어내지 않는 리브인타입의 앰플입니다.",,,차광한 기밀용기에 넣어 실온에서 보관할 것,제조일로부터 3년,제품표준서_EVCO1036_(VMBA001 )-밸르모나 얼쓰 리페어 본딩 앰플.xls,936,,EVCO-1036,밸르모나 얼쓰 리페어 본딩 앰플,VALMONA Earth Repair Bonding Ampoule,15ml,15,0.986,,,,0,0,0,0,,우수,튜브/단상자,,,,,,,both,True,True
밸르모나 얼쓰 테라피 스칼프 퓨리파이어,VALMONA Earth Therapy Scalp Purifier,EVCO-1037,2020.04.01,VMSF001,황색의 투명 점액상,25 mL,신 혜 정,샴푸 후 씻어낼 필요 없이 젖은 두피에 고르게 도포하고 손가락 끝으로 가볍게 두드리듯 마사지하여 흡수시켜 줍니다.,,,차광한 기밀용기에 넣어 실온에서 보관할 것,제조일로부터 3년,제품표준서_EVCO1037_(VMSF001)-밸르모나 얼쓰 테라피 스칼프 퓨리파이어.xls,937,,EVCO-1037,밸르모나 얼쓰 테라피 스칼프 퓨리파이어,VALMONA Earth Therapy Scalp Purifier,25ml,24,0.965,,,,0,0,0,0,,,용기/단상자,,,,,,,both,True,True
보르도 민트 쿨링 풋 데오드란트,BORDO Mint Cooling Foot Deodorant,EVCO-1038,2020.04.08,BDFD001,유백색 액상,80 ml,신 혜 정,사용 전 충분히 흔들어 20cm 정도 떨어진 곳에서 분사합니다. 발을 씻은 후 물기를 제거하고 뿌려주세요. 땀과 냄새가 신경쓰일 때 수시로 뿌려주세요.,,,차광한 기밀용기에 넣어 실온에서 보관할 것,제조일로부터 3년,제품표준서_EVCO1038_(BDFD001)-보르도 민트 쿨링 풋 데오드란트.xls,938,,EVCO-1038,보르도 민트 쿨링 풋 데오드란트,BORDO Mint Cooling Foot Deodorant,80ml,-,1.045,,,만3세 이하 비권장,0,0,0,0,,,용기,,,,,,충진업체 : ㈜필텍에어졸,both,True,True
판테스틱 원더필 하이드라 뮤신 이펙터,PANTHESTIC Wonderfill Hydra Mucin Effector,EVCO-1039,2020.04.20,PTEF001,무색 투명 점액상,35 mL,신 혜 정,어플리케이터를 이용해 본 품 적당량을 취한 뒤 피부에 골고루 펴 발라줍니다.,,,차광한 기밀용기에 넣어 실온에서 보관할 것,제조일로부터 3년(개봉 후 6개월),제품표준서_EVCO1039_(PTEF001)-판테스틱 원더필 하이드라 뮤신 이펙터.xls,939,20.04.20,EVCO-1039,판테스틱 원더필 하이드라 뮤신 이펙터,PANTHESTIC Wonderfill Hydra Mucin Effector,35ml,,1.032,,,,0,0,0,NONE,,어려움,용기/단상자,,,,,,충진업체 : ㈜필코메이드,both,True,True
판테스틱 원더필 써마필 이펙터,PANTHESTIC Wonderfill Thermapill Effector,EVCO-1040,2020.04.20,PTEF002,붉은색 투명 점액상,35 mL,신 혜 정,어플리케이터를 이용해 본 품 적당량을 취한 뒤 피부에 골고루 펴 발라줍니다.,,,차광한 기밀용기에 넣어 실온에서 보관할 것,제조일로부터 3년(개봉 후 6개월),제품표준서_EVCO1040_(PTEF002)-판테스틱 원더필 써마필 이펙터.xls,940,20.04.20,EVCO-1040,판테스틱 원더필 써마필 이펙터,PANTHESTIC Wonderfill Thermapill Effector,35ml,,1.021,,,,0,0,0,NONE,,어려움,용기/단상자,,,,,,충진업체 : ㈜필코메이드,both,True,True
판테스틱 원더필 클리어링 이펙터,PANTHESTIC Wonderfill Clearing Effector,EVCO-1041,2020.04.20,PTEF003,미색 투명 액상,35 mL,신 혜 정,어플리케이터를 이용해 본 품 적당량을 취한 뒤 피부에 골고루 펴 발라줍니다.,,,차광한 기밀용기에 넣어 실온에서 보관할 것,제조일로부터 3년(개봉 후 6개월),제품표준서_EVCO1041_(PTEF003)-판테스틱 원더필 클리어링 이펙터.xls,941,20.04.20,EVCO-1041,판테스틱 원더필 클리어링 이펙터,PANTHESTIC Wonderfill Clearing Effector,35ml,,1.006,,,,0,0,0,NONE,,어려움,용기/단상자,,,,,,충진업체 : ㈜필코메이드,both,True,True
바스파 아로마 라운지 무드 퍼퓸 드레스 미스트,BATHPA Aroma Lounge Mood Perfume Dress Mist No1. Cosy Wood,EVCO-1042,2020.05.11,BTMD001,무색 투명 액상,300 mL,신 혜 정,"탈취가 필요한 섬유나 침구, 옷장, 자동차 안 등 다양한 공간에 가볍게 분사해주세요.",,,제조일로부터 3년 (제조일자 표기),별첨.4,제품표준서_EVCO1042_(BTDM001)-바스파 아로마 라운지 무드 퍼퓸 드레스 미스트.xls,,,,,,,,,,,,,,,,,,,,,,,,,csv_only,True,True
이즈리프 퓨어 페미닌 버블 클렌져-그린티,isLeaf Pure Feminine Bubble Cleanser-Green Tea,EVCO-1043,2020.05.12,ILWS003,무색 투명 액상,250 mL,신 혜 정,적당량을 손에 덜어 충분히 마사지하듯 문질러 준 다음 물로 깨끗이 헹구어 냅니다.,,,차광한 기밀용기에 넣어 실온에서 보관할 것,제조일로부터 3년,제품표준서_EVCO1043_(ILWS003)-이즈리프 퓨어 페미닌 버블 클렌져-그린티.xls,943,20.05.15,EVCO-1043,이즈리프 퓨어 페미닌 버블 클렌져-그린티,isLeaf Pure Feminine Bubble Cleanser-Green Tea,250ml,260,1.040,4.1 ± 1.0,,,0,0,0,none,,어려움,용기인쇄,,,,,,대만수출,both,True,True
이즈리프 퓨어 페미닌 버블 클렌져-비쥬,isLeaf Pure Feminine Bubble Cleanser-Bijou,EVCO-1044,2020.05.12,ILWS004,무색 투명 액상,250 mL,신 혜 정,적당량을 손에 덜어 충분히 마사지하듯 문질러 준 다음 물로 깨끗이 헹구어 냅니다.,,,차광한 기밀용기에 넣어 실온에서 보관할 것,제조일로부터 3년,제품표준서_EVCO1044_(ILWS004)-이즈리프 퓨어 페미닌 버블 클렌져-비쥬.xls,944,20.05.15,EVCO-1044,이즈리프 퓨어 페미닌 버블 클렌져-비쥬,isLeaf Pure Feminine Bubble Cleanser-Bijou,250ml,260,1.040,4.1 ± 1.0,,,0,0,0,none,,어려움,용기인쇄,,,,,,대만수출,both,True,True
이즈리프 퓨어 이너 퍼퓸 미스트-그린티,isLeaf Pure Inner Perfume Mist-Green Tea,EVCO-1045,2020.05.12,ILMT003,무색 투명 액상,50 mL,신 혜 정,여성의 Y존에 보습과 냄새 케어가 필요할 때 수시로 뿌려서 사용합니다.,,,차광한 기밀용기에 넣어 실온에서 보관할 것,제조일로부터 3년,제품표준서_EVCO1045_(ILMT003)-이즈리프 퓨어 이너 퍼퓸 미스트-그린티.xls,945,20.05.15,EVCO-1045,이즈리프 퓨어 이너 퍼퓸 미스트-그린티,isLeaf Pure Inner Perfume Mist-Green Tea,50ml,50,1.040,4.2 ± 1.0,,,0,0,0,none,,어려움,용기인쇄/단상자,,,,,,대만수출,both,True,True
이즈리프 퓨어 이너 퍼퓸 미스트-비쥬,isLeaf Pure Inner Perfume Mist-Bijou,EVCO-1046,2020.05.12,ILMT004,무색 투명 액상,50 mL,신 혜 정,여성의 Y존에 보습과 냄새 케어가 필요할 때 수시로 뿌려서 사용합니다.,,,차광한 기밀용기에 넣어 실온에서 보관할 것,제조일로부터 3년,제품표준서_EVCO1046_(ILMT004)-이즈리프 퓨어 이너 퍼퓸 미스트-비쥬.xls,946,20.05.15,EVCO-1046,이즈리프 퓨어 이너 퍼퓸 미스트-비쥬,isLeaf Pure Inner Perfume Mist-Bijou,50ml,50,1.012,4.2 ± 1.0,,,0,0,0,none,,어려움,용기인쇄/단상자,,,,,,대만수출,both,True,True
밸르모나 얼쓰 리페어 본딩 오일,VALMONA Earth Repair Bonding Oil,EVCO-1047,2020.05.20,VMOL001,옅은 분홍색의 오일상,30 mL,신 혜 정,샴푸 후 물기가 약간 남아있는 상태에서 모발의 끝부터 시작하여 손상된 모발 전체에 고르게 도포해 흡수시켜 줍니다. 건조된 모발에 한번 더 가볍게 발라주면 윤기와 광택효과를 더 높여 줍니다.,,,차광한 기밀용기에 넣어 실온에서 보관할 것,제조일로부터 3년,제품표준서_EVCO1047_(VMOL001)-밸르모나 얼쓰 리페어 본딩 오일.xls,947,20.05.20,EVCO-1047,밸르모나 얼쓰 리페어 본딩 오일,VALMONA Earth Repair Bonding Oil,30ml,29,0.956,,,,0,0,0,0,,어려움,라벨/단상자,,,,,,,both,True,True
밸르모나 얼쓰 리페어 본딩 컴파운드,VALMONA Earth Repair Bonding Compound,EVCO-1048,2020.05.20,VMCP001,옅은 분홍색의 액상,40 mL,신 혜 정,"샴푸 후 젖은 모발에 고르게 도포한 후, 부드럽게 마사지 하고 3~5분 방치한 후 미온수로 헹궈냅니다.",,,차광한 기밀용기에 넣어 실온에서 보관할 것,제조일로부터 3년,제품표준서_EVCO1048_(VMCP001)-밸르모나 얼쓰 리페어 본딩 컴파운드.xls,948,20.05.20,EVCO-1048,밸르모나 얼쓰 리페어 본딩 컴파운드,VALMONA Earth Repair Bonding Compound,40ml,36,0.890,,,,0,0,0,0,,어려움,라벨/단상자,,,,,,,both,True,True
판테스틱 더마 시카 아크네 클렌저,PANTHESTIC Derma Cica Acne Cleanser,EVCO-1049,2020.05.20,PTBC002,미황색 투명 액상,500 mL,신 혜 정,적당량을 덜어 거품을 낸 뒤 얼굴 및 기타 부위에 사용 후 깨끗이 씻어냅니다.,,,차광한 기밀용기에 넣어 실온에서 보관할 것,제조일로부터 3년,제품표준서_EVCO1049_(PTBC002)-판테스틱 더마 시카 아크네 클렌저.xls,949,20.05.20,EVCO-1049,판테스틱 더마 시카 아크네 클렌저,PANTHESTIC Derma Cica Acne Cleanser,500ml,505,1.023,8.3 ± 1.0,900 ± 400,,0,0,0,0,,어려움,라벨,여드름,,,,,올리브영 납품만 팝업라벨 / 기능성,both,True,True
미미로린스 모먼트 오디너리 퍼퓸,Mimi Laurynes Moment Ordinary Perfume,EVCO-1050,2020.06.23,MLPF001,무색~미색의 투명 액상,20 mL,신 혜 정,"맥박이 뛰는 곳, 체온이 높은 신체 부위에 2~3회 가량 분사해주세요.",,,20 mL,차광한 기밀용기에 넣어 실온에서 보관할 것,제품표준서_EVCO1050_(MLPF001~005)-미미로린스 모먼트 오디너리 퍼퓸.xls,950,20.06.23,EVCO-1050,미미로린스 모먼트 오디너리 퍼퓸 NO.01 이노센트,Mimi Laurynes Moment Ordinary Perfume No.01 Innocent,20ml,16,0.832,,,,0,0,0,0,,어려움,용기인쇄/후면라벨/인써트/단상자,,,,,,,both,True,False
미미로린스 모먼트 오디너리 퍼퓸,Mimi Laurynes Moment Ordinary Perfume,EVCO-1050,2020.06.23,MLPF002,무색~미색의 투명 액상,20 mL,신 혜 정,"맥박이 뛰는 곳, 체온이 높은 신체 부위에 2~3회 가량 분사해주세요.",,,20 mL,차광한 기밀용기에 넣어 실온에서 보관할 것,제품표준서_EVCO1050_(MLPF001~005)-미미로린스 모먼트 오디너리 퍼퓸.xls,951,20.06.23,,미미로린스 모먼트 오디너리 퍼퓸 NO.02 스윗피,Mimi Laurynes Moment Ordinary Perfume No.02 Sweet Pea,20ml,16,0.832,,,,0,0,0,0,,어려움,용기인쇄/후면라벨/인써트/단상자,,,,,,,both,True,False
미미로린스 모먼트 오디너리 퍼퓸,Mimi Laurynes Moment Ordinary Perfume,EVCO-1050,2020.06.23,MLPF003,무색~미색의 투명 액상,20 mL,신 혜 정,"맥박이 뛰는 곳, 체온이 높은 신체 부위에 2~3회 가량 분사해주세요.",,,20 mL,차광한 기밀용기에 넣어 실온에서 보관할 것,제품표준서_EVCO1050_(MLPF001~005)-미미로린스 모먼트 오디너리 퍼퓸.xls,952,20.06.23,,미미로린스 모먼트 오디너리 퍼퓸 NO.03 프레쉬코튼,Mimi Laurynes Moment Ordinary Perfume No.03 Fresh Cotton,20ml,16,0.834,,,,0,0,0,0,,어려움,용기인쇄/후면라벨/인써트/단상자,,,,,,,both,True,False
미미로린스 모먼트 오디너리 퍼퓸,Mimi Laurynes Moment Ordinary Perfume,EVCO-1050,2020.06.23,MLPF004,무색~미색의 투명 액상,20 mL,신 혜 정,"맥박이 뛰는 곳, 체온이 높은 신체 부위에 2~3회 가량 분사해주세요.",,,20 mL,차광한 기밀용기에 넣어 실온에서 보관할 것,제품표준서_EVCO1050_(MLPF001~005)-미미로린스 모먼트 오디너리 퍼퓸.xls,953,20.06.23,,미미로린스 모먼트 오디너리 퍼퓸 NO.04 로즈부쉬,Mimi Laurynes Moment Ordinary Perfume No.04 Rose Bush,20ml,16,0.83,,,,0,0,0,0,,어려움,용기인쇄/후면라벨/인써트/단상자,,,,,,,both,True,False
미미로린스 모먼트 오디너리 퍼퓸,Mimi Laurynes Moment Ordinary Perfume,EVCO-1050,2020.06.23,MLPF005,무색~미색의 투명 액상,20 mL,신 혜 정,"맥박이 뛰는 곳, 체온이 높은 신체 부위에 2~3회 가량 분사해주세요.",,,20 mL,차광한 기밀용기에 넣어 실온에서 보관할 것,제품표준서_EVCO1050_(MLPF001~005)-미미로린스 모먼트 오디너리 퍼퓸.xls,954,20.06.23,,미미로린스 모먼트 오디너리 퍼퓸 NO.05 멜리플루어스,Mimi Laurynes Moment Ordinary Perfume No.05 Mellifluous,20ml,16,0.83,,,,0,0,0,0,,어려움,용기인쇄/후면라벨/인써트/단상자,,,,,,,both,True,False
보르도 드래곤 풋 필링 스프레이,BORDO Dragon Foot Peeling Spray,EVCO-1051,2020.06.24,BDFS002,유백색 액상,150 mL,신 혜 정,사용 전 흔들어 주세요. 각질 제거가 필요한 부분에 물기를 제거하고 스프레이를 분사한 다음 손으로 문질러준 후 미온수로 헹구어 줍니다.,,,차광한 기밀용기에 넣어 실온에서 보관할 것,제조일로부터 3년(개봉 후 12개월),제품표준서_EVCO1051_(BDFS002)-보르도 드래곤 풋 필링 스프레이.xls,955,20.06.24,EVCO-1051,보르도 드래곤 풋 필링 스프레이,BORDO Dragon Foot Peeling Spray,150ml,150,0.998,3.0 ~ 4.0,NONE,만3세 이하 비권장,0,0,0,0,,,라벨,,,,,,,both,True,True
로에랑스 터치 마이바디 퍼퓸 미스트,ROERANCE Touch My Body Perfume Mist,EVCO-1052,2020.06.30,RRBM010,무색 투명 액상,250 mL,신 혜 정,"샤워 후 전신에 가볍게 뿌린 후 손으로 가볍게 두드려 줍니다. 향수 대용이나 기분 전환을 위해 사용할 때는 손목 안쪽, 귀 및 부위에 사용합니다.",,,차광한 기밀용기에 넣어 실온에서 보관할 것,제조일로부터 3년,제품표준서_EVCO1052_(RRBM010~011)-로에랑스 터치 마이바디 퍼퓸 미스트.xls,956,20.06.30,EVCO-1052,로에랑스 터치 마이바디 퍼퓸 미스트- 블루밍,ROERANCE Touch My Body Perfume Mist-Blooming,250ml,225,0.892,6.7 ± 1.0,NONE,,0,0,0,0,3년,어려움,전/후라벨(배면인쇄),,전면:상단-15mm/후면:하단-4mm,X,,,수축필름,both,True,True
로에랑스 터치 마이바디 퍼퓸 미스트,ROERANCE Touch My Body Perfume Mist,EVCO-1052,2020.06.30,RRBM011,무색 투명 액상,250 mL,신 혜 정,"샤워 후 전신에 가볍게 뿌린 후 손으로 가볍게 두드려 줍니다. 향수 대용이나 기분 전환을 위해 사용할 때는 손목 안쪽, 귀 및 부위에 사용합니다.",,,차광한 기밀용기에 넣어 실온에서 보관할 것,제조일로부터 3년,제품표준서_EVCO1052_(RRBM010~011)-로에랑스 터치 마이바디 퍼퓸 미스트.xls,957,20.06.30,,로에랑스 터치 마이바디 퍼퓸 미스트- 엔디어링,ROERANCE Touch My Body Perfume Mist-Endearing,250ml,225,0.892,6.7 ± 1.0,NONE,,0,0,0,0,3년,어려움,전/후라벨(배면인쇄),,전면:상단-15mm/후면:하단-4mm,X,,,수축필름,both,True,True
에바스 나뚜리아 크리미 오일 솔트 스크럽-휘그 펄프,EVAS Naturia Creamy Oil Salt Scrub-Fig Pulp,EVCO-1053,2020.08.26,NPSS005,알갱이가 있는 황색 페이스트상,250g,신 혜 정,바디워시 사용 후 적당량을 덜어 전신을 마사지하듯 부드럽게 문질러 준 후 미온수로 개끗하게 씻어냅니다.,,,차광한 기밀용기에 넣어 실온에서 보관할 것,제조일로부터 2년(개봉 후 12개월),제품표준서_EVCO1053_(NPSS005)-에바스 나뚜리아 크리미 오일 솔트 스크럽-휘그 펄프.xls,958,20.08.26,EVCO-1053,에바스 나뚜리아 크리미 오일 솔트 스크럽-휘그 펄프,EVAS Naturia Creamy Oil Salt Scrub-Fig Pulp,250g,250,1.467,5.5 ± 1.0,NONE,,0,0,0,0,2년,우수,튜브/단상자,,,,,,,both,True,True
이즈리프 인티메이트 워시 포 맨(파우치),isLeaf Intimate Wash for Man,EVCO-1054,2020.07.15,ILWSP01,미황색의 투명 점액상,5 mL,신 혜 정,"펌프를 3~4회 눌러 적당량의 거품을 손바닥에 덜어 냅니다. 음경과 음낭, 사타구니, 항문을 따라 부드럽게 마사지하듯이 문지릅니다. 미온수로 잔여물이 남지 않게 헹구어 냅니다.",,,차광한 기밀용기에 넣어 실온에서 보관할 것,제조일로부터 3년,제품표준서_EVCO1054_(ILWSP01)-이즈리프 인티메이트 워시 포 맨(파우치).xls,959,20.07.15,EVCO-1054,이즈리프 인티메이트 워시 포 맨(파우치),isLeaf Intimate Wash for Man,5ml,5,1.023,,,,0,0,0,NONE,,우수,파우치,,,,,,"대만 수출, 압인은 제조일",both,True,True
하파데이 퍼퓸드 포밍 핸드워시-소프트 라벤더,HAFADAI Perfumed Foaming Hand Wash-Soft Lavender,EVCO-1055,2020.08.20,HFHW001,황색 투명 점액상,500 mL,신 혜 정,"손바닥에 적당량의 거품을 낸 후, 골고루 마사지하듯 문지르며 흐르는 물에 깨끗이 씻어냅니다.","리모넨, 제라니올, 헥실신남알, 리날룰, 부틸페닐메틸프로피오날","Limonene, Geraniol, Hexyl Cinnamal, Linalool, Butylphenyl Methylpropional",차광한 기밀용기에 넣어 실온에서 보관할 것,제조일로부터 3년,제품표준서_EVCO1055_(HFHW001)-하파데이 퍼퓸드 포밍 핸드워시- 소프트 라벤더.xls,960,20.08.24,EVCO-1055,하파데이 퍼퓸드 포밍 핸드워시- 소프트 라벤더,HAFADAI Perfumed Foaming Hand Wash-Soft Lavender,500ml,510,1.020,5.7 ± 1.0,300 ± 200,,0,0,0,0,,어려움,라벨,,,,,,,both,True,True
