제품코드,QC유형,순번,항목,시험기준,시험방법
MLDM030,완제품,,알부틴 확인시험,RT ± 10% 이내,식약청 고시
MLDM031,완제품,,알부틴 확인시험,RT ± 10% 이내,식약청 고시
MLDM029,완제품,,알부틴 함량시험,표시량의 90% 이상,식약청 고시
MLDM030,완제품,,알부틴 함량시험,표시량의 90% 이상,식약청 고시
MLDM031,완제품,,알부틴 함량시험,표시량의 90% 이상,식약청 고시
MLDM029,완제품,,아데노신 확인시험,RT ± 10% 이내,식약청 고시
MLDM030,완제품,,아데노신 확인시험,RT ± 10% 이내,식약청 고시
MLDM031,완제품,,아데노신 확인시험,RT ± 10% 이내,식약청 고시
MLDM029,완제품,,아데노신 함량시험,표시량의 90% 이상,식약청 고시
MLDM030,완제품,,아데노신 함량시험,표시량의 90% 이상,식약청 고시
MLDM031,완제품,,아데노신 함량시험,표시량의 90% 이상,식약청 고시
MLDM029,완제품,,메   탄   올,0.2 V/V % 이하,EV-F-1010(0)
MLDM030,완제품,,메   탄   올,0.2 V/V % 이하,EV-F-1010(0)
MLDM031,완제품,,메   탄   올,0.2 V/V % 이하,EV-F-1010(0)
MLDM029,완제품,,나이아신아마이드 확인시험,RT ± 10% 이내,식약청 고시
MLDM030,완제품,,나이아신아마이드 확인시험,RT ± 10% 이내,식약청 고시
MLDM031,완제품,,나이아신아마이드 확인시험,RT ± 10% 이내,식약청 고시
MLDM029,완제품,,나이아신아마이드 함량시험,표시량의 90% 이상,식약청 고시
MLDM030,완제품,,나이아신아마이드 함량시험,표시량의 90% 이상,식약청 고시
MLDM031,완제품,,나이아신아마이드 함량시험,표시량의 90% 이상,식약청 고시
MLDM029,완제품,,히드로퀴논 확인시험,1ppm 이하,식약청 고시
MLDM030,완제품,,히드로퀴논 확인시험,1ppm 이하,식약청 고시
MLDM031,완제품,,히드로퀴논 확인시험,1ppm 이하,식약청 고시
MLDM029,완제품,,내   용   량,3개 평균 97% 이상,EV-F-1035(0)
MLDM030,완제품,,내   용   량,3개 평균 97% 이상,EV-F-1035(0)
MLDM031,완제품,,내   용   량,3개 평균 97% 이상,EV-F-1035(0)
MLDM029,완제품,,내   용   량,3개 평균 100% 이상,EV-F-1035(0)
MLDM030,완제품,,내   용   량,3개 평균 100% 이상,EV-F-1035(0)
MLDM031,완제품,,내   용   량,3개 평균 100% 이상,EV-F-1035(0)
MLDM029,완제품,,납,20 ppm 이하,EV-F-1011(0)
MLDM030,완제품,,납,20 ppm 이하,EV-F-1011(0)
MLDM031,완제품,,납,20 ppm 이하,EV-F-1011(0)
MLDM029,완제품,,비        소,5 ppm 이하,EV-F-1012(0)
MLDM030,완제품,,비        소,5 ppm 이하,EV-F-1012(0)
MLDM031,완제품,,비        소,5 ppm 이하,EV-F-1012(0)
JOFC001,반제품,3.0,P         H,9.3 ± 1.0 (25℃),EV-F-1006(0)
JOFCM01,반제품,3.0,P         H,9.3 ± 1.0 (25℃),EV-F-1006(0)
JOFC001,반제품,4.0,경        도,35 ± 15 dyne/cm2,EV-F-1007(0)
JOFCM01,반제품,4.0,경        도,35 ± 15 dyne/cm2,EV-F-1007(0)
JOFC001,반제품,5.0,사   용   감,표 준 품 에 준 함,EV-F-1004(0)
JOFCM01,반제품,5.0,사   용   감,표 준 품 에 준 함,EV-F-1004(0)
JOFC001,완제품,3.0,P         H,9.3 ± 1.0 (25℃),EV-F-1006(0)
JOFCM01,완제품,3.0,P         H,9.3 ± 1.0 (25℃),EV-F-1006(0)
JOFC001,완제품,4.0,내   용   량,표시용량(100mL)의 97%이상,EV-F-1035(0)
JOFCM01,완제품,4.0,내   용   량,표시용량(100mL)의 97%이상,EV-F-1035(0)
JOFC001,완제품,5.0,사   용   감,표 준 품 에 준 함,EV-F-1004(0)
JOFCM01,완제품,5.0,사   용   감,표 준 품 에 준 함,EV-F-1004(0)
JOFC001,완제품,6.0,안   정   성,"37℃,45℃ 3일 이상 안정",EV-F-1005(0)
JOFCM01,완제품,6.0,안   정   성,"37℃,45℃ 3일 이상 안정",EV-F-1005(0)
JOFC001,완제품,7.0,미   생   물,500 CFU/g 이하,EV-F-1014(0)
JOFCM01,완제품,7.0,미   생   물,500 CFU/g 이하,EV-F-1014(0)
JOFC001,완제품,,점        도,"7,000 ± 3,000 Cps",EV-F-1008(0)
JOFCM01,완제품,,점        도,"7,000 ± 3,000 Cps",EV-F-1008(0)
JOFC001,완제품,,경        도,40 ± 15 dyne/cm2,EV-F-1007(0)
JOFCM01,완제품,,경        도,40 ± 15 dyne/cm2,EV-F-1007(0)
JOFC001,완제품,,수        은,1ppm이하,EV-F-1013(0)
JOFCM01,완제품,,수        은,1ppm이하,EV-F-1013(0)
JOFC001,완제품,,비        중,0.978 ~ 1.018,EV-F-1009(0)
JOFCM01,완제품,,비        중,0.978 ~ 1.018,EV-F-1009(0)
JOFC001,완제품,,알부틴 확인시험,RT ± 10% 이내,식약청 고시
JOFCM01,완제품,,알부틴 확인시험,RT ± 10% 이내,식약청 고시
JOFC001,완제품,,알부틴 함량시험,표시량의 90% 이상,식약청 고시
JOFCM01,완제품,,알부틴 함량시험,표시량의 90% 이상,식약청 고시
JOFC001,완제품,,아데노신 확인시험,RT ± 10% 이내,식약청 고시
JOFCM01,완제품,,아데노신 확인시험,RT ± 10% 이내,식약청 고시
JOFC001,완제품,,아데노신 함량시험,표시량의 90% 이상,식약청 고시
JOFCM01,완제품,,아데노신 함량시험,표시량의 90% 이상,식약청 고시
JOFC001,완제품,,메   탄   올,0.2 V/V % 이하,EV-F-1010(0)
JOFCM01,완제품,,메   탄   올,0.2 V/V % 이하,EV-F-1010(0)
JOFC001,완제품,,나이아신아마이드 확인시험,RT ± 10% 이내,식약청 고시
JOFCM01,완제품,,나이아신아마이드 확인시험,RT ± 10% 이내,식약청 고시
JOFC001,완제품,,나이아신아마이드 함량시험,표시량의 90% 이상,식약청 고시
JOFCM01,완제품,,나이아신아마이드 함량시험,표시량의 90% 이상,식약청 고시
JOFC001,완제품,,히드로퀴논 확인시험,1ppm 이하,식약청 고시
JOFCM01,완제품,,히드로퀴논 확인시험,1ppm 이하,식약청 고시
JOFC001,완제품,,내   용   량,3개 평균 97% 이상,EV-F-1035(0)
JOFCM01,완제품,,내   용   량,3개 평균 97% 이상,EV-F-1035(0)
JOFC001,완제품,,내   용   량,3개 평균 100% 이상,EV-F-1035(0)
JOFCM01,완제품,,내   용   량,3개 평균 100% 이상,EV-F-1035(0)
JOFC001,완제품,,납,20 ppm 이하,EV-F-1011(0)
JOFCM01,완제품,,납,20 ppm 이하,EV-F-1011(0)
JOFC001,완제품,,비        소,5 ppm 이하,EV-F-1012(0)
JOFCM01,완제품,,비        소,5 ppm 이하,EV-F-1012(0)
JOCO001,반제품,3.0,비        중,0.924 ± 0.02,EV-F-1009(0)
JOCOM01,반제품,3.0,비        중,0.924 ± 0.02,EV-F-1009(0)
JOCM2T1,반제품,3.0,비        중,0.924 ± 0.02,EV-F-1009(0)
JOCO001,반제품,4.0,사   용   감,표 준 품 에 준 함,EV-F-1004(0)
JOCOM01,반제품,4.0,사   용   감,표 준 품 에 준 함,EV-F-1004(0)
JOCM2T1,반제품,4.0,사   용   감,표 준 품 에 준 함,EV-F-1004(0)
JOCO001,완제품,3.0,내   용   량,표시용량(150mL)의 97%이상,EV-F-1035(0)
JOCOM01,완제품,3.0,내   용   량,표시용량(150mL)의 97%이상,EV-F-1035(0)
JOCM2T1,완제품,3.0,내   용   량,표시용량(150mL)의 97%이상,EV-F-1035(0)
JOCO001,완제품,4.0,사   용   감,표 준 품 에 준 함,EV-F-1004(0)
JOCOM01,완제품,4.0,사   용   감,표 준 품 에 준 함,EV-F-1004(0)
JOCM2T1,완제품,4.0,사   용   감,표 준 품 에 준 함,EV-F-1004(0)
JOCO001,완제품,5.0,안   정   성,"37℃,45℃ 3일 이상 안정",EV-F-1005(0)
JOCOM01,완제품,5.0,안   정   성,"37℃,45℃ 3일 이상 안정",EV-F-1005(0)
JOCM2T1,완제품,5.0,안   정   성,"37℃,45℃ 3일 이상 안정",EV-F-1005(0)
JOCO001,완제품,6.0,미   생   물,500 CFU/g 이하,EV-F-1014(0)
JOCOM01,완제품,6.0,미   생   물,500 CFU/g 이하,EV-F-1014(0)
JOCM2T1,완제품,6.0,미   생   물,500 CFU/g 이하,EV-F-1014(0)
JOCO001,완제품,,점        도,"7,000 ± 3,000 Cps",EV-F-1008(0)
JOCOM01,완제품,,점        도,"7,000 ± 3,000 Cps",EV-F-1008(0)
JOCM2T1,완제품,,점        도,"7,000 ± 3,000 Cps",EV-F-1008(0)
JOCO001,완제품,,경        도,40 ± 15 dyne/cm2,EV-F-1007(0)
JOCOM01,완제품,,경        도,40 ± 15 dyne/cm2,EV-F-1007(0)
JOCM2T1,완제품,,경        도,40 ± 15 dyne/cm2,EV-F-1007(0)
JOCO001,완제품,,수        은,1ppm이하,EV-F-1013(0)
JOCOM01,완제품,,수        은,1ppm이하,EV-F-1013(0)
JOCM2T1,완제품,,수        은,1ppm이하,EV-F-1013(0)
JOCO001,완제품,,비        중,0.978 ~ 1.018,EV-F-1009(0)
JOCOM01,완제품,,비        중,0.978 ~ 1.018,EV-F-1009(0)
JOCM2T1,완제품,,비        중,0.978 ~ 1.018,EV-F-1009(0)
JOCO001,완제품,,알부틴 확인시험,RT ± 10% 이내,식약청 고시
JOCOM01,완제품,,알부틴 확인시험,RT ± 10% 이내,식약청 고시
JOCM2T1,완제품,,알부틴 확인시험,RT ± 10% 이내,식약청 고시
JOCO001,완제품,,알부틴 함량시험,표시량의 90% 이상,식약청 고시
JOCOM01,완제품,,알부틴 함량시험,표시량의 90% 이상,식약청 고시
JOCM2T1,완제품,,알부틴 함량시험,표시량의 90% 이상,식약청 고시
JOCO001,완제품,,아데노신 확인시험,RT ± 10% 이내,식약청 고시
JOCOM01,완제품,,아데노신 확인시험,RT ± 10% 이내,식약청 고시
JOCM2T1,완제품,,아데노신 확인시험,RT ± 10% 이내,식약청 고시
JOCO001,완제품,,아데노신 함량시험,표시량의 90% 이상,식약청 고시
JOCOM01,완제품,,아데노신 함량시험,표시량의 90% 이상,식약청 고시
JOCM2T1,완제품,,아데노신 함량시험,표시량의 90% 이상,식약청 고시
JOCO001,완제품,,메   탄   올,0.2 V/V % 이하,EV-F-1010(0)
JOCOM01,완제품,,메   탄   올,0.2 V/V % 이하,EV-F-1010(0)
JOCM2T1,완제품,,메   탄   올,0.2 V/V % 이하,EV-F-1010(0)
JOCO001,완제품,,나이아신아마이드 확인시험,RT ± 10% 이내,식약청 고시
JOCOM01,완제품,,나이아신아마이드 확인시험,RT ± 10% 이내,식약청 고시
JOCM2T1,완제품,,나이아신아마이드 확인시험,RT ± 10% 이내,식약청 고시
JOCO001,완제품,,나이아신아마이드 함량시험,표시량의 90% 이상,식약청 고시
JOCOM01,완제품,,나이아신아마이드 함량시험,표시량의 90% 이상,식약청 고시
JOCM2T1,완제품,,나이아신아마이드 함량시험,표시량의 90% 이상,식약청 고시
JOCO001,완제품,,히드로퀴논 확인시험,1ppm 이하,식약청 고시
JOCOM01,완제품,,히드로퀴논 확인시험,1ppm 이하,식약청 고시
JOCM2T1,완제품,,히드로퀴논 확인시험,1ppm 이하,식약청 고시
JOCO001,완제품,,내   용   량,3개 평균 97% 이상,EV-F-1035(0)
JOCOM01,완제품,,내   용   량,3개 평균 97% 이상,EV-F-1035(0)
JOCM2T1,완제품,,내   용   량,3개 평균 97% 이상,EV-F-1035(0)
JOCO001,완제품,,내   용   량,3개 평균 100% 이상,EV-F-1035(0)
JOCOM01,완제품,,내   용   량,3개 평균 100% 이상,EV-F-1035(0)
JOCM2T1,완제품,,내   용   량,3개 평균 100% 이상,EV-F-1035(0)
JOCO001,완제품,,납,20 ppm 이하,EV-F-1011(0)
JOCOM01,완제품,,납,20 ppm 이하,EV-F-1011(0)
JOCM2T1,완제품,,납,20 ppm 이하,EV-F-1011(0)
JOCO001,완제품,,비        소,5 ppm 이하,EV-F-1012(0)
JOCOM01,완제품,,비        소,5 ppm 이하,EV-F-1012(0)
JOCM2T1,완제품,,비        소,5 ppm 이하,EV-F-1012(0)
NPBC005,반제품,3.0,P         H,5.0 ± 1.0 (25℃),EV-F-1006(0)
NPBC005,반제품,4.0,점        도,"10,000 ± 5,000 Cps",EV-F-1008(0)
NPBC005,반제품,5.0,사   용   감,표 준 품 에 준 함,EV-F-1004(0)
NPBC005,완제품,3.0,P         H,5.0 ± 1.0 (25℃),EV-F-1006(0)
NPBC005,완제품,4.0,내   용   량,표시용량(750mL)의 97%이상,EV-F-1035(0)
NPBC005,완제품,5.0,사   용   감,표 준 품 에 준 함,EV-F-1004(0)
NPBC005,완제품,6.0,안   정   성,"37℃,45℃ 3일 이상 안정",EV-F-1005(0)
NPBC005,완제품,7.0,미   생   물,500 CFU/g 이하,EV-F-1014(0)
NPBC005,완제품,,점        도,"7,000 ± 3,000 Cps",EV-F-1008(0)
NPBC005,완제품,,경        도,40 ± 15 dyne/cm2,EV-F-1007(0)
NPBC005,완제품,,수        은,1ppm이하,EV-F-1013(0)
NPBC005,완제품,,비        중,0.978 ~ 1.018,EV-F-1009(0)
NPBC005,완제품,,알부틴 확인시험,RT ± 10% 이내,식약청 고시
NPBC005,완제품,,알부틴 함량시험,표시량의 90% 이상,식약청 고시
NPBC005,완제품,,아데노신 확인시험,RT ± 10% 이내,식약청 고시
NPBC005,완제품,,아데노신 함량시험,표시량의 90% 이상,식약청 고시
NPBC005,완제품,,메   탄   올,0.2 V/V % 이하,EV-F-1010(0)
NPBC005,완제품,,나이아신아마이드 확인시험,RT ± 10% 이내,식약청 고시
NPBC005,완제품,,나이아신아마이드 함량시험,표시량의 90% 이상,식약청 고시
NPBC005,완제품,,히드로퀴논 확인시험,1ppm 이하,식약청 고시
NPBC005,완제품,,내   용   량,3개 평균 97% 이상,EV-F-1035(0)
NPBC005,완제품,,내   용   량,3개 평균 100% 이상,EV-F-1035(0)
NPBC005,완제품,,납,20 ppm 이하,EV-F-1011(0)
NPBC005,완제품,,비        소,5 ppm 이하,EV-F-1012(0)
NPBC006,반제품,3.0,P         H,5.0 ± 1.0 (25℃),EV-F-1006(0)
NPBC006,반제품,4.0,점        도,"10,000 ± 5,000 Cps",EV-F-1008(0)
NPBC006,반제품,5.0,사   용   감,표 준 품 에 준 함,EV-F-1004(0)
NPBC006,완제품,3.0,P         H,5.0 ± 1.0 (25℃),EV-F-1006(0)
NPBC006,완제품,4.0,내   용   량,표시용량(750mL)의 97%이상,EV-F-1035(0)
NPBC006,완제품,5.0,사   용   감,표 준 품 에 준 함,EV-F-1004(0)
NPBC006,완제품,6.0,안   정   성,"37℃,45℃ 3일 이상 안정",EV-F-1005(0)
NPBC006,완제품,7.0,미   생   물,500 CFU/g 이하,EV-F-1014(0)
NPBC006,완제품,,점        도,"7,000 ± 3,000 Cps",EV-F-1008(0)
NPBC006,완제품,,경        도,40 ± 15 dyne/cm2,EV-F-1007(0)
NPBC006,완제품,,수        은,1ppm이하,EV-F-1013(0)
NPBC006,완제품,,비        중,0.978 ~ 1.018,EV-F-1009(0)
NPBC006,완제품,,알부틴 확인시험,RT ± 10% 이내,식약청 고시
NPBC006,완제품,,알부틴 함량시험,표시량의 90% 이상,식약청 고시
NPBC006,완제품,,아데노신 확인시험,RT ± 10% 이내,식약청 고시
NPBC006,완제품,,아데노신 함량시험,표시량의 90% 이상,식약청 고시
NPBC006,완제품,,메   탄   올,0.2 V/V % 이하,EV-F-1010(0)
NPBC006,완제품,,나이아신아마이드 확인시험,RT ± 10% 이내,식약청 고시
NPBC006,완제품,,나이아신아마이드 함량시험,표시량의 90% 이상,식약청 고시
NPBC006,완제품,,히드로퀴논 확인시험,1ppm 이하,식약청 고시
NPBC006,완제품,,내   용   량,3개 평균 97% 이상,EV-F-1035(0)
NPBC006,완제품,,내   용   량,3개 평균 100% 이상,EV-F-1035(0)
NPBC006,완제품,,납,20 ppm 이하,EV-F-1011(0)
NPBC006,완제품,,비        소,5 ppm 이하,EV-F-1012(0)
NPBC007,반제품,3.0,P         H,5.0 ± 1.0 (25℃),EV-F-1006(0)
NPBC007,반제품,4.0,점        도,"10,000 ± 5,000 Cps",EV-F-1008(0)
NPBC007,반제품,5.0,사   용   감,표 준 품 에 준 함,EV-F-1004(0)
NPBC007,완제품,3.0,P         H,5.0 ± 1.0 (25℃),EV-F-1006(0)
NPBC007,완제품,4.0,내   용   량,표시용량(750mL)의 97%이상,EV-F-1035(0)
NPBC007,완제품,5.0,사   용   감,표 준 품 에 준 함,EV-F-1004(0)
NPBC007,완제품,6.0,안   정   성,"37℃,45℃ 3일 이상 안정",EV-F-1005(0)
NPBC007,완제품,7.0,미   생   물,500 CFU/g 이하,EV-F-1014(0)
NPBC007,완제품,,점        도,"7,000 ± 3,000 Cps",EV-F-1008(0)
NPBC007,완제품,,경        도,40 ± 15 dyne/cm2,EV-F-1007(0)
NPBC007,완제품,,수        은,1ppm이하,EV-F-1013(0)
NPBC007,완제품,,비        중,0.978 ~ 1.018,EV-F-1009(0)
NPBC007,완제품,,알부틴 확인시험,RT ± 10% 이내,식약청 고시
NPBC007,완제품,,알부틴 함량시험,표시량의 90% 이상,식약청 고시
NPBC007,완제품,,아데노신 확인시험,RT ± 10% 이내,식약청 고시
NPBC007,완제품,,아데노신 함량시험,표시량의 90% 이상,식약청 고시
NPBC007,완제품,,메   탄   올,0.2 V/V % 이하,EV-F-1010(0)
NPBC007,완제품,,나이아신아마이드 확인시험,RT ± 10% 이내,식약청 고시
NPBC007,완제품,,나이아신아마이드 함량시험,표시량의 90% 이상,식약청 고시
NPBC007,완제품,,히드로퀴논 확인시험,1ppm 이하,식약청 고시
NPBC007,완제품,,내   용   량,3개 평균 97% 이상,EV-F-1035(0)
NPBC007,완제품,,내   용   량,3개 평균 100% 이상,EV-F-1035(0)
NPBC007,완제품,,납,20 ppm 이하,EV-F-1011(0)
NPBC007,완제품,,비        소,5 ppm 이하,EV-F-1012(0)
NPBC008,반제품,3.0,P         H,5.0 ± 1.0 (25℃),EV-F-1006(0)
NPBC008,반제품,4.0,점        도,"10,000 ± 5,000 Cps",EV-F-1008(0)
NPBC008,반제품,5.0,사   용   감,표 준 품 에 준 함,EV-F-1004(0)
NPBC008,완제품,3.0,P         H,5.0 ± 1.0 (25℃),EV-F-1006(0)
NPBC008,완제품,4.0,내   용   량,표시용량(750mL)의 97%이상,EV-F-1035(0)
NPBC008,완제품,5.0,사   용   감,표 준 품 에 준 함,EV-F-1004(0)
NPBC008,완제품,6.0,안   정   성,"37℃,45℃ 3일 이상 안정",EV-F-1005(0)
NPBC008,완제품,7.0,미   생   물,500 CFU/g 이하,EV-F-1014(0)
NPBC008,완제품,,점        도,"7,000 ± 3,000 Cps",EV-F-1008(0)
NPBC008,완제품,,경        도,40 ± 15 dyne/cm2,EV-F-1007(0)
NPBC008,완제품,,수        은,1ppm이하,EV-F-1013(0)
NPBC008,완제품,,비        중,0.978 ~ 1.018,EV-F-1009(0)
NPBC008,완제품,,알부틴 확인시험,RT ± 10% 이내,식약청 고시
NPBC008,완제품,,알부틴 함량시험,표시량의 90% 이상,식약청 고시
NPBC008,완제품,,아데노신 확인시험,RT ± 10% 이내,식약청 고시
NPBC008,완제품,,아데노신 함량시험,표시량의 90% 이상,식약청 고시
NPBC008,완제품,,메   탄   올,0.2 V/V % 이하,EV-F-1010(0)
NPBC008,완제품,,나이아신아마이드 확인시험,RT ± 10% 이내,식약청 고시
NPBC008,완제품,,나이아신아마이드 함량시험,표시량의 90% 이상,식약청 고시
NPBC008,완제품,,히드로퀴논 확인시험,1ppm 이하,식약청 고시
NPBC008,완제품,,내   용   량,3개 평균 97% 이상,EV-F-1035(0)
NPBC008,완제품,,내   용   량,3개 평균 100% 이상,EV-F-1035(0)
NPBC008,완제품,,납,20 ppm 이하,EV-F-1011(0)
NPBC008,완제품,,비        소,5 ppm 이하,EV-F-1012(0)
ILWSP02,반제품,3.0,P         H,8.8 ± 1.0 (25℃),EV-F-1006(0)
ILWSP02,반제품,4.0,점        도,"5,000 ± 3,000 Cps",EV-F-1008(0)
ILWSP02,반제품,5.0,사   용   감,표 준 품 에 준 함,EV-F-1004(0)
ILWSP02,완제품,3.0,P         H,8.8 ± 1.0 (25℃),EV-F-1006(0)
ILWSP02,완제품,4.0,내   용   량,표시용량(5mL)의 97%이상,EV-F-1035(0)
ILWSP02,완제품,5.0,사   용   감,표 준 품 에 준 함,EV-F-1004(0)
ILWSP02,완제품,6.0,안   정   성,"37℃,45℃ 3일 이상 안정",EV-F-1005(0)
ILWSP02,완제품,7.0,미   생   물,500 CFU/g 이하,EV-F-1014(0)
ILWSP02,완제품,,점        도,"7,000 ± 3,000 Cps",EV-F-1008(0)
ILWSP02,완제품,,경        도,40 ± 15 dyne/cm2,EV-F-1007(0)
ILWSP02,완제품,,수        은,1ppm이하,EV-F-1013(0)
ILWSP02,완제품,,비        중,0.978 ~ 1.018,EV-F-1009(0)
ILWSP02,완제품,,알부틴 확인시험,RT ± 10% 이내,식약청 고시
ILWSP02,완제품,,알부틴 함량시험,표시량의 90% 이상,식약청 고시
ILWSP02,완제품,,아데노신 확인시험,RT ± 10% 이내,식약청 고시
ILWSP02,완제품,,아데노신 함량시험,표시량의 90% 이상,식약청 고시
ILWSP02,완제품,,메   탄   올,0.2 V/V % 이하,EV-F-1010(0)
ILWSP02,완제품,,나이아신아마이드 확인시험,RT ± 10% 이내,식약청 고시
ILWSP02,완제품,,나이아신아마이드 함량시험,표시량의 90% 이상,식약청 고시
ILWSP02,완제품,,히드로퀴논 확인시험,1ppm 이하,식약청 고시
ILWSP02,완제품,,내   용   량,3개 평균 97% 이상,EV-F-1035(0)
ILWSP02,완제품,,내   용   량,3개 평균 100% 이상,EV-F-1035(0)
ILWSP02,완제품,,납,20 ppm 이하,EV-F-1011(0)
ILWSP02,완제품,,비        소,5 ppm 이하,EV-F-1012(0)
FJPW000,반제품,3.0,P         H,7.0 ± 1.0 (25℃),EV-F-1006(0)
FJPWK00,반제품,3.0,P         H,7.0 ± 1.0 (25℃),EV-F-1006(0)
FJPW000,반제품,4.0,사   용   감,표 준 품 에 준 함,EV-F-1004(0)
FJPWK00,반제품,4.0,사   용   감,표 준 품 에 준 함,EV-F-1004(0)
FJPW000,완제품,3.0,P         H,7.0 ± 1.0 (25℃),EV-F-1006(0)
FJPWK00,완제품,3.0,P         H,7.0 ± 1.0 (25℃),EV-F-1006(0)
FJPW000,완제품,4.0,내   용   량,표시용량(1g)의 97%이상,EV-F-1035(0)
FJPWK00,완제품,4.0,내   용   량,표시용량(1g)의 97%이상,EV-F-1035(0)
FJPW000,완제품,5.0,사   용   감,표 준 품 에 준 함,EV-F-1004(0)
FJPWK00,완제품,5.0,사   용   감,표 준 품 에 준 함,EV-F-1004(0)
FJPW000,완제품,6.0,안   정   성,"37℃,45℃ 3일 이상 안정",EV-F-1005(0)
FJPWK00,완제품,6.0,안   정   성,"37℃,45℃ 3일 이상 안정",EV-F-1005(0)
