product_code,management_code,korean_name,english_name,appearance,packaging_unit,created_date,author,usage_instructions,allergen_korean,allergen_english,storage_method,shelf_life,label_volume,fill_volume,specific_gravity,ph_standard,viscosity_standard,raw_material_report,standardized_name,responsible_seller,recycling_grade,label_position,functional_claim,semi_product_code,p_product_code,source_file
ILWS003,EVCO-1043,이즈리프 퓨어 페미닌 버블 클렌져-그린티,isLeaf Pure Feminine Bubble Cleanser-Green Tea,무색 투명 액상,250 mL,2020-05-12,신 혜 정,적당량을 손에 덜어 충분히 마사지하듯 문질러 준 다음 물로 깨끗이 헹구어 냅니다.,,,차광한 기밀용기에 넣어 실온에서 보관할 것,제조일로부터 3년,250ml,260,1.04,4.1 ± 1.0,,0,0,0,어려움,,,BILWS0030,PILWS0030,제품표준서_EVCO1043_(ILWS003)-이즈리프 퓨어 페미닌 버블 클렌져-그린티.xls
ILWS004,EVCO-1044,이즈리프 퓨어 페미닌 버블 클렌져-비쥬,isLeaf Pure Feminine Bubble Cleanser-Bijou,무색 투명 액상,250 mL,2020-05-12,신 혜 정,적당량을 손에 덜어 충분히 마사지하듯 문질러 준 다음 물로 깨끗이 헹구어 냅니다.,,,차광한 기밀용기에 넣어 실온에서 보관할 것,제조일로부터 3년,250ml,260,1.04,4.1 ± 1.0,,0,0,0,어려움,,,BILWS0040,PILWS0040,제품표준서_EVCO1044_(ILWS004)-이즈리프 퓨어 페미닌 버블 클렌져-비쥬.xls
ILMT003,EVCO-1045,이즈리프 퓨어 이너 퍼퓸 미스트-그린티,isLeaf Pure Inner Perfume Mist-Green Tea,무색 투명 액상,50 mL,2020-05-12,신 혜 정,여성의 Y존에 보습과 냄새 케어가 필요할 때 수시로 뿌려서 사용합니다.,,,차광한 기밀용기에 넣어 실온에서 보관할 것,제조일로부터 3년,50ml,50,1.04,4.2 ± 1.0,,0,0,0,어려움,,,BILMT0030,PILMT0030,제품표준서_EVCO1045_(ILMT003)-이즈리프 퓨어 이너 퍼퓸 미스트-그린티.xls
ILMT004,EVCO-1046,이즈리프 퓨어 이너 퍼퓸 미스트-비쥬,isLeaf Pure Inner Perfume Mist-Bijou,무색 투명 액상,50 mL,2020-05-12,신 혜 정,여성의 Y존에 보습과 냄새 케어가 필요할 때 수시로 뿌려서 사용합니다.,,,차광한 기밀용기에 넣어 실온에서 보관할 것,제조일로부터 3년,50ml,50,1.012,4.2 ± 1.0,,0,0,0,어려움,,,BILMT0040,PILMT0040,제품표준서_EVCO1046_(ILMT004)-이즈리프 퓨어 이너 퍼퓸 미스트-비쥬.xls
VMOL001,EVCO-1047,밸르모나 얼쓰 리페어 본딩 오일,VALMONA Earth Repair Bonding Oil,옅은 분홍색의 오일상,30 mL,2020-05-20,신 혜 정,샴푸 후 물기가 약간 남아있는 상태에서 모발의 끝부터 시작하여 손상된 모발 전체에 고르게 도포해 흡수시켜 줍니다. 건조된 모발에 한번 더 가볍게 발라주면 윤기와 광택효과를 더 높여 줍니다.,,,차광한 기밀용기에 넣어 실온에서 보관할 것,제조일로부터 3년,30ml,29,0.956,,,0,0,0,어려움,,,BVMOL0010,PVMOL0010,제품표준서_EVCO1047_(VMOL001)-밸르모나 얼쓰 리페어 본딩 오일.xls
VMCP001,EVCO-1048,밸르모나 얼쓰 리페어 본딩 컴파운드,VALMONA Earth Repair Bonding Compound,옅은 분홍색의 액상,40 mL,2020-05-20,신 혜 정,"샴푸 후 젖은 모발에 고르게 도포한 후, 부드럽게 마사지 하고 3~5분 방치한 후 미온수로 헹궈냅니다.",,,차광한 기밀용기에 넣어 실온에서 보관할 것,제조일로부터 3년,40ml,36,0.89,,,0,0,0,어려움,,,BVMCP0010,PVMCP0010,제품표준서_EVCO1048_(VMCP001)-밸르모나 얼쓰 리페어 본딩 컴파운드.xls
PTBC002,EVCO-1049,판테스틱 더마 시카 아크네 클렌저,PANTHESTIC Derma Cica Acne Cleanser,미황색 투명 액상,500 mL,2020-05-20,신 혜 정,적당량을 덜어 거품을 낸 뒤 얼굴 및 기타 부위에 사용 후 깨끗이 씻어냅니다.,,,차광한 기밀용기에 넣어 실온에서 보관할 것,제조일로부터 3년,500ml,505,1.023,8.3 ± 1.0,900 ± 400,0,0,0,어려움,,여드름,BPTBC0020,PPTBC0020,제품표준서_EVCO1049_(PTBC002)-판테스틱 더마 시카 아크네 클렌저.xls
MLPF001,EVCO-1050,미미로린스 모먼트 오디너리 퍼퓸,Mimi Laurynes Moment Ordinary Perfume,무색~미색의 투명 액상,20 mL,2020-06-23,신 혜 정,"맥박이 뛰는 곳, 체온이 높은 신체 부위에 2~3회 가량 분사해주세요.",,,20 mL,차광한 기밀용기에 넣어 실온에서 보관할 것,20ml,16,0.832,,,0,0,0,어려움,,,,PMLPF0010,제품표준서_EVCO1050_(MLPF001~005)-미미로린스 모먼트 오디너리 퍼퓸.xls
MLPF002,EVCO-1050,미미로린스 모먼트 오디너리 퍼퓸,Mimi Laurynes Moment Ordinary Perfume,무색~미색의 투명 액상,20 mL,2020-06-23,신 혜 정,"맥박이 뛰는 곳, 체온이 높은 신체 부위에 2~3회 가량 분사해주세요.",,,20 mL,차광한 기밀용기에 넣어 실온에서 보관할 것,20ml,16,0.832,,,0,0,0,어려움,,,BMLPF0020,PMLPF0020,제품표준서_EVCO1050_(MLPF001~005)-미미로린스 모먼트 오디너리 퍼퓸.xls
MLPF003,EVCO-1050,미미로린스 모먼트 오디너리 퍼퓸,Mimi Laurynes Moment Ordinary Perfume,무색~미색의 투명 액상,20 mL,2020-06-23,신 혜 정,"맥박이 뛰는 곳, 체온이 높은 신체 부위에 2~3회 가량 분사해주세요.",,,20 mL,차광한 기밀용기에 넣어 실온에서 보관할 것,20ml,16,0.834,,,0,0,0,어려움,,,BMLPF0030,PMLPF0030,제품표준서_EVCO1050_(MLPF001~005)-미미로린스 모먼트 오디너리 퍼퓸.xls
MLPF004,EVCO-1050,미미로린스 모먼트 오디너리 퍼퓸,Mimi Laurynes Moment Ordinary Perfume,무색~미색의 투명 액상,20 mL,2020-06-23,신 혜 정,"맥박이 뛰는 곳, 체온이 높은 신체 부위에 2~3회 가량 분사해주세요.",,,20 mL,차광한 기밀용기에 넣어 실온에서 보관할 것,20ml,16,0.83,,,0,0,0,어려움,,,BMLPF0040,PMLPF0040,제품표준서_EVCO1050_(MLPF001~005)-미미로린스 모먼트 오디너리 퍼퓸.xls
MLPF005,EVCO-1050,미미로린스 모먼트 오디너리 퍼퓸,Mimi Laurynes Moment Ordinary Perfume,무색~미색의 투명 액상,20 mL,2020-06-23,신 혜 정,"맥박이 뛰는 곳, 체온이 높은 신체 부위에 2~3회 가량 분사해주세요.",,,20 mL,차광한 기밀용기에 넣어 실온에서 보관할 것,20ml,16,0.83,,,0,0,0,어려움,,,BMLPF0050,PMLPF0050,제품표준서_EVCO1050_(MLPF001~005)-미미로린스 모먼트 오디너리 퍼퓸.xls
BDFS002,EVCO-1051,보르도 드래곤 풋 필링 스프레이,BORDO Dragon Foot Peeling Spray,유백색 액상,150 mL,2020-06-24,신 혜 정,사용 전 흔들어 주세요. 각질 제거가 필요한 부분에 물기를 제거하고 스프레이를 분사한 다음 손으로 문질러준 후 미온수로 헹구어 줍니다.,,,차광한 기밀용기에 넣어 실온에서 보관할 것,제조일로부터 3년(개봉 후 12개월),150ml,150,0.998,3.0 ~ 4.0,NONE,0,0,0,,,,BBDFS0020,PBDFS0020,제품표준서_EVCO1051_(BDFS002)-보르도 드래곤 풋 필링 스프레이.xls
RRBM010,EVCO-1052,로에랑스 터치 마이바디 퍼퓸 미스트,ROERANCE Touch My Body Perfume Mist,무색 투명 액상,250 mL,2020-06-30,신 혜 정,"샤워 후 전신에 가볍게 뿌린 후 손으로 가볍게 두드려 줍니다. 향수 대용이나 기분 전환을 위해 사용할 때는 손목 안쪽, 귀 및 부위에 사용합니다.",,,차광한 기밀용기에 넣어 실온에서 보관할 것,제조일로부터 3년,250ml,225,0.892,6.7 ± 1.0,NONE,0,0,0,어려움,전면:상단-15mm/후면:하단-4mm,,BRRBM0100,PRRBM0100,제품표준서_EVCO1052_(RRBM010~011)-로에랑스 터치 마이바디 퍼퓸 미스트.xls
RRBM011,EVCO-1052,로에랑스 터치 마이바디 퍼퓸 미스트,ROERANCE Touch My Body Perfume Mist,무색 투명 액상,250 mL,2020-06-30,신 혜 정,"샤워 후 전신에 가볍게 뿌린 후 손으로 가볍게 두드려 줍니다. 향수 대용이나 기분 전환을 위해 사용할 때는 손목 안쪽, 귀 및 부위에 사용합니다.",,,차광한 기밀용기에 넣어 실온에서 보관할 것,제조일로부터 3년,250ml,225,0.892,6.7 ± 1.0,NONE,0,0,0,어려움,전면:상단-15mm/후면:하단-4mm,,BRRBM0110,PRRBM0110,제품표준서_EVCO1052_(RRBM010~011)-로에랑스 터치 마이바디 퍼퓸 미스트.xls
NPSS005,EVCO-1053,에바스 나뚜리아 크리미 오일 솔트 스크럽-휘그 펄프,EVAS Naturia Creamy Oil Salt Scrub-Fig Pulp,알갱이가 있는 황색 페이스트상,250g,2020-08-26,신 혜 정,바디워시 사용 후 적당량을 덜어 전신을 마사지하듯 부드럽게 문질러 준 후 미온수로 개끗하게 씻어냅니다.,,,차광한 기밀용기에 넣어 실온에서 보관할 것,제조일로부터 2년(개봉 후 12개월),250g,250,1.467,5.5 ± 1.0,NONE,0,0,0,우수,,,BNPSS0050,PNPSS0050,제품표준서_EVCO1053_(NPSS005)-에바스 나뚜리아 크리미 오일 솔트 스크럽-휘그 펄프.xls
ILWSP01,EVCO-1054,이즈리프 인티메이트 워시 포 맨(파우치),isLeaf Intimate Wash for Man,미황색의 투명 점액상,5 mL,2020-07-15,신 혜 정,"펌프를 3~4회 눌러 적당량의 거품을 손바닥에 덜어 냅니다. 음경과 음낭, 사타구니, 항문을 따라 부드럽게 마사지하듯이 문지릅니다. 미온수로 잔여물이 남지 않게 헹구어 냅니다.",,,차광한 기밀용기에 넣어 실온에서 보관할 것,제조일로부터 3년,5ml,5,1.023,,,0,0,0,우수,,,BILWSP010,PILWSP010,제품표준서_EVCO1054_(ILWSP01)-이즈리프 인티메이트 워시 포 맨(파우치).xls
HFHW001,EVCO-1055,하파데이 퍼퓸드 포밍 핸드워시-소프트 라벤더,HAFADAI Perfumed Foaming Hand Wash-Soft Lavender,황색 투명 점액상,500 mL,2020-08-20,신 혜 정,"손바닥에 적당량의 거품을 낸 후, 골고루 마사지하듯 문지르며 흐르는 물에 깨끗이 씻어냅니다.","리모넨, 제라니올, 헥실신남알, 리날룰, 부틸페닐메틸프로피오날","Limonene, Geraniol, Hexyl Cinnamal, Linalool, Butylphenyl Methylpropional",차광한 기밀용기에 넣어 실온에서 보관할 것,제조일로부터 3년,500ml,510,1.02,5.7 ± 1.0,300 ± 200,0,0,0,어려움,,,BHFHW0010,PHFHW0010,제품표준서_EVCO1055_(HFHW001)-하파데이 퍼퓸드 포밍 핸드워시- 소프트 라벤더.xls
HFHW002,EVCO-1056,하파데이 퍼퓸드 포밍 핸드워시-프레쉬 프루트,HAFADAI Perfumed Foaming Hand Wash-Fresh Fruit,분홍색 투명 점액상,500 mL,2020-08-20,신 혜 정,"손바닥에 적당량의 거품을 낸 후, 골고루 마사지하듯 문지르며 흐르는 물에 깨끗이 씻어냅니다.","리모넨, 리날룰","Limonene, Linalool",차광한 기밀용기에 넣어 실온에서 보관할 것,제조일로부터 3년,500ml,510,1.02,5.7 ± 1.0,300 ± 200,0,0,0,어려움,,,BHFHW0020,PHFHW0020,제품표준서_EVCO1056_(HFHW002)-하파데이 퍼퓸드 포밍 핸드워시-프레쉬 프루트.xls
HFHW003,EVCO-1057,하파데이 퍼퓸드 포밍 핸드워시-파우더리 머스크,HAFADAI Perfumed Foaming Hand Wash-Powdery Musk,보라색 투명 점액상,500 mL,2020-08-20,신 혜 정,"손바닥에 적당량의 거품을 낸 후, 골고루 마사지하듯 문지르며 흐르는 물에 깨끗이 씻어냅니다.","벤질벤조에이트, 리모넨, 부틸페닐메틸프로피오날","Benzyl Benzoate, Limonene, Butylphenyl Methylpropional",차광한 기밀용기에 넣어 실온에서 보관할 것,제조일로부터 3년,500ml,510,1.02,5.7 ± 1.0,300 ± 200,0,0,0,어려움,,,BHFHW0030,PHFHW0030,제품표준서_EVCO1057_(HFHW003)-하파데이 퍼퓸드 포밍 핸드워시-파우더리 머스크.xls
NPBC009,EVCO-1058,에바스 나뚜리아 크리미 밀크 바디워시-휘그 펄프,EVAS Naturia Creamy Milk Body Wash-Fig Pulp,황색 불투명 점액상,750 mL,2020-08-26,신 혜 정,적당량을 물에 적신 스폰지나 타올에 덜어 충분히 거품을 내서 전신에 골고루 마사지하듯 문지른 후 충분히 헹구어 냅니다.,"리모넨, 제라니올","Limonene, Geraniol",차광한 기밀용기에 넣어 실온에서 보관할 것,제조일로부터 3년,750ml,764,1.018,5.00 ± 1.00,"10,000 ± 5,000",0,0,0,어려움,,,BNPBC0090,PNPBC0090,제품표준서_EVCO1058_(NPBC009)-에바스 나뚜리아 크리미 밀크 바디워시-휘그 펄프.xls
MLBL007,EVCO-1059,미미로린스 모먼트 바디로션-뮤즈,Mimi Laurynes Moment Body Lotion-Muse,백색의 로션상,500 mL,2020-09-02,신 혜 정,샤워 후 물기를 제거하고 적당량을 덜어 전신에 부드럽게 도포합니다.,"알파-아이소메틸아이오논, 벤질벤조에이트, 리모넨, 헥실신남알, 하이드록시시트로넬알, 리날룰","Alpha-Isomethyl Ionone, Benzyl Benzoate , Limonene, Hexyl Cinnamal , Hydroxycitronellal, Linalool",차광한 기밀용기에 넣어 실온에서 보관할 것,제조일로부터 3년(개봉 후 12개월),500ml,491,0.981,7.0 ± 1.0,"40,000 ± 5,000",0,0,0,어려움,,,BMLBL0070,PMLBL0070,제품표준서_EVCO1059_(MLBL007)-미미로린스 모먼트 바디로션-뮤즈.xls
MLBL008,EVCO-1060,미미로린스 모먼트 바디로션-멜리플루어스,Mimi Laurynes Moment Body Lotion-Mellifluous,백색의 로션상,500 mL,2020-09-02,신 혜 정,샤워 후 물기를 제거하고 적당량을 덜어 전신에 부드럽게 도포합니다.,"시트로넬올, 리모넨, 제라니올","Citronellol, Limonene, Geraniol",차광한 기밀용기에 넣어 실온에서 보관할 것,제조일로부터 3년(개봉 후 12개월),500ml,491,0.981,7.0 ± 1.0,"40,000 ± 5,000",0,0,0,어려움,,,BMLBL0080,PMLBL0080,제품표준서_EVCO1060_(MLBL008)-미미로린스 모먼트 바디로션-멜리플루어스.xls
MLBL009,EVCO-1061,미미로린스 모먼트 바디로션-가드니아,Mimi Laurynes Moment Body Lotion-Gardenia,백색의 로션상,500 mL,2020-09-02,신 혜 정,샤워 후 물기를 제거하고 적당량을 덜어 전신에 부드럽게 도포합니다.,"벤질살리실레이트, 시트로넬올, 리모넨, 리날룰","Benzyl Salicylate, Citronellol, Limonene, Linalool",차광한 기밀용기에 넣어 실온에서 보관할 것,제조일로부터 3년(개봉 후 12개월),500ml,491,0.981,7.0 ± 1.0,"45,000 ± 5,000",0,0,0,어려움,,,BMLBL0090,PMLBL0090,제품표준서_EVCO1061_(MLBL009)-미미로린스 모먼트 바디로션-가드니아.xls
CCHW001,EVCO-1062,세라클리닉 보태니컬 핸드솝-로즈 오브 예리코,CERACLINIC Dermaid 4.0 Botanical Hand Soap-Rose of Jericho,무색 투명 점액상,300 mL,2020-09-08,신 혜 정,"손에 적당량을 펌핑하여 거품을 낸 뒤, 미온수로 개끗하게 씻어내 줍니다.",리날룰,,차광한 기밀용기에 넣어 실온에서 보관할 것,제조일로부터 3년(개봉 후 12개월),300ml,302,1.018,5.8 ± 1.0,500 ± 200,0,0,0,어려움,,,BCCHW0010,PCCHW0010,제품표준서_EVCO1062_(CCHW001)-세라클리닉 보태니컬 핸드솝-로즈 오브 예리코.xls
CCHW002,EVCO-1063,세라클리닉 보태니컬 핸드솝-포레스트 워크,CERACLINIC Dermaid 4.0 Botanical Hand Soap-Forest Walk,무색 투명 점액상,300 mL,2020-09-08,신 혜 정,"손에 적당량을 펌핑하여 거품을 낸 뒤, 미온수로 개끗하게 씻어내 줍니다.","시트로넬올, 헥실신남알, 리날룰",,차광한 기밀용기에 넣어 실온에서 보관할 것,제조일로부터 3년(개봉 후 12개월),300ml,302,1.018,5.8 ± 1.0,500 ± 200,0,0,0,어려움,,,BCCHW0020,PCCHW0020,제품표준서_EVCO1063_(CCHW002)-세라클리닉 보태니컬 핸드솝-포레스트 워크.xls
JOPK003,EVCO-1064,제이온 비타 글로우 슬리핑팩,J:ON Vita Glow Sleeping Pack,황색의 로션상,"50 mL, 5 mL",2020-10-13,신 혜 정,매일 밤 스킨케어 마지막 단계에서 적당량을 덜어 얼굴 전체에 고르게 펴 발라 흡수시키고 그대로 취침하세요.,해당사항 없음,,차광한 기밀용기에 넣어 실온에서 보관할 것,"제조일로부터 3년(50ml-개봉 후 12개월, 5ml-개봉 후 즉시)",50ml,50 -> 53,0.998,6.2 ± 1.0,"30,000 ± 5,000",0,0,0,우수,,,BJOPK0030,PJOPK0030,제품표준서_EVCO1064_(JOPK003)-제이온 비타 글로우 슬리핑 팩.xls
JOPKP03,EVCO-1064,제이온 비타 글로우 슬리핑팩,J:ON Vita Glow Sleeping Pack,황색의 로션상,"50 mL, 5 mL",2020-10-13,신 혜 정,매일 밤 스킨케어 마지막 단계에서 적당량을 덜어 얼굴 전체에 고르게 펴 발라 흡수시키고 그대로 취침하세요.,해당사항 없음,,차광한 기밀용기에 넣어 실온에서 보관할 것,"제조일로부터 3년(50ml-개봉 후 12개월, 5ml-개봉 후 즉시)",5ml,5,0.998,6.2 ± 1.0,"30,000 ± 5,000",0,0,0,,,,BJOPK0030,PJOPKP030,제품표준서_EVCO1064_(JOPK003)-제이온 비타 글로우 슬리핑 팩.xls
JOSS001,EVCO-1065,제이온 핫 카이엔 솔트 바디 스크럽,J:ON Hot Cayenne Salt Body Scrub,알갱이가 있는 적색 페이스트상,250 g,2020-10-21,신 혜 정,바디워시 사용 후 적당량을 덜어 전신을 마사지하듯 부드럽게 문질러 준 후 미온수로 깨끗하게 씻어냅니다.,"리모넨, 리날룰","Limonene, Linalool",차광한 기밀용기에 넣어 실온에서 보관할 것,제조일로부터 2년(개봉 후 12개월),250g,250,1.569,6.3 ± 1.0,NONE,0,0,0,우수,,,BJOSS0010,PJOSS0010,제품표준서_EVCO1065_(JOSS001)-제이온 핫 카이엔 솔트 바디스크럽.xls
JOSS002,EVCO-1066,제이온 쿨 민트 솔트 바디스크럽,J:ON Cool Mint Salt Body Scrub,알갱이가 있는 청색 페이스트상,250 g,2020-10-26,신 혜 정,바디워시 사용 후 적당량을 덜어 전신을 마사지하듯 부드럽게 문질러 준 후 미온수로 깨끗하게 씻어냅니다.,리모넨,Limonene,차광한 기밀용기에 넣어 실온에서 보관할 것,제조일로부터 2년(개봉 후 12개월),250g,250,1.55,7.2 ± 1.0,NONE,0,0,0,우수,,,BJOSS0020,PJOSS0020,제품표준서_EVCO1066_(JOSS002)-제이온 쿨 민트 솔트 바디스크럽.xls
JOPK001,EVCO-1067,제이온 아티초크 슬리핑팩,J:ON Artichoke Sleeping Pack,백색의 크림상,"50 mL, 5 mL",2020-09-18,신 혜 정,매일 밤 스킨케어 마지막 단계에서 적당량을 덜어 얼굴 전체에 고르게 펴 발라 흡수시키고 그대로 취침하세요.,"리모넨, 리날룰","Limonene, Linalool",차광한 기밀용기에 넣어 실온에서 보관할 것,제조일로부터 3년,50ml,53,0.952,4.5 ± 1.0,50 ± 20,0,0,0,우수,,,BJOPK0010,PJOPK0010,제품표준서_EVCO1067_(JOPK001)-제이온 아티초크 슬리핑팩.xls
JOPKP01,EVCO-1067,제이온 아티초크 슬리핑팩,J:ON Artichoke Sleeping Pack,백색의 크림상,"50 mL, 5 mL",2020-09-18,신 혜 정,매일 밤 스킨케어 마지막 단계에서 적당량을 덜어 얼굴 전체에 고르게 펴 발라 흡수시키고 그대로 취침하세요.,"리모넨, 리날룰","Limonene, Linalool",차광한 기밀용기에 넣어 실온에서 보관할 것,제조일로부터 3년,5ml,4.8,0.952,4.5 ± 1.0,50 ± 20,0,0,0,,,,BJOPK0010,PJOPKP010,제품표준서_EVCO1067_(JOPK001)-제이온 아티초크 슬리핑팩.xls
JOPK002,EVCO-1068,제이온 허니 워시오프 마스크팩,J:ON Honey Wash Off Mask Pack,갈색의 로션상,"50 mL, 5 mL",2020-09-18,신 혜 정,"세안 후 물기 없는 얼굴에 적당량을 덜어 눈가, 입가를 제외한 얼굴 전체에 고르게 펴 발라 줍니다. 약 10분 정도 휴식을 취한 뒤 미온수로 깨끗하게 씻어냅니다.",해당사항 없음,,차광한 기밀용기에 넣어 실온에서 보관할 것,제조일로부터 3년,50ml,53,1.051,5.8 ± 1.0,"21,000 ± 5,000",0,0,0,우수,,,BJOPK0020,PJOPK0020,제품표준서_EVCO1068_(JOPK002)-제이온 허니 워시오프 마스크팩.xls
